"Name","Pokedex Number","Type1","Type2","Classification","Height (m)","Weight (kg)","Abilities","Generation","Legendary Status","Ecology"
"Crustle","558","Bug","Rock","Stone Home Pokémon","1.4","200","Sturdy, Shell-armor, Weak-armor","5","No","Crustle inhabits rocky terrains, often found near mountains and caves where it sources large rocks for its shell. It consumes minerals and nutrients from rocks, reinforcing its protective home. Crustle is typically solitary but can occasionally be found in small groups, often competing for territory or resources. Crustle is known to be territorial and fiercely protective of its shell, making it appear stubborn and aggressive."
"Scraggy","559","Dark","Fighting","Shedding Pokémon","0.6","11.8","Shed-skin, Moxie, Intimidate","5","No","Scraggy lives in urban and wilderness areas, often found in groups of other Scraggy. It feeds on berries and tough vegetation found in these areas. Scraggy live in small, competitive groups where they assert dominance and fight for status. Scraggy is characterized by its tough attitude, strong sense of self-preservation, and propensity for trouble."
"Scrafty","560","Dark","Fighting","Hoodlum Pokémon","1.1","30","Shed-skin, Moxie, Intimidate","5","No","Scrafty are commonly found in urban areas, abandoned buildings, and occasionally rocky terrain. Their diet consists of berries, vegetation, and occasionally small Pokémon, reflecting their adaptability. Scrafty are known to live in gangs, with complex hierarchical structures, where they protect their territory and resources. Scrafty exhibit a tough, rebellious demeanor, are often seen as the leaders of their groups, and display a strong sense of loyalty to their gang."
"Sigilyph","561","Psychic","Flying","Avianoid Pokémon","1.4","14","Wonder-skin, Magic-guard, Tinted-lens","5","No","Sigilyph dwells in ancient ruins, typically in desert environments, often solitary and enigmatic. Its diet is unknown, but it is speculated to absorb solar energy and psychic energy from the surrounding ruins. Sigilyph are typically solitary and highly territorial, patrolling and guarding ancient grounds. They are very mysterious and aloof."
"Yamask","562","Ghost","","Spirit Pokémon","0.5","1.5","Mummy","5","No","Yamask wanders the ruins of ancient civilizations, holding a mask that is said to be a replica of its face from when it was human. Yamask feeds on the grief and despair of those around it. These Pokémon are usually solitary, often appearing in desolate places where they seek out lost souls and are known to be sorrowful, often found wandering aimlessly through their haunted habitats."
"Cofagrigus","563","Ghost","","Coffin Pokémon","1.7","76.5","Mummy","5","No","Cofagrigus haunts tombs and ruins, often found guarding the burial chambers of ancient kings. It feeds on the life force of those who dare to enter its domain. Cofagrigus are solitary creatures, fiercely protective of their treasure and domain and they possess a sinister and regal air."
"Tirtouga","564","Water","Rock","Prototurtle Pokémon","0.7","16.5","Solid-rock, Sturdy, Swift-swim","5","No","Tirtouga live in underwater caves and rocky shorelines, preferring areas with strong currents and plentiful algae. It is an omnivore, feeding on algae, small crustaceans, and plant roots found along the seabed. Tirtouga tend to live solitary lives but occasionally gather in small groups. They are characterized by their gentle nature, resilience, and adaptability."
"Carracosta","565","Water","Rock","Prototurtle Pokémon","1.2","81","Solid-rock, Sturdy, Swift-swim","5","No","Carracosta frequents coastal waters, rocky shores, and underwater caverns, preferring areas rich in marine life and algae. It is an omnivore, consuming algae, shellfish, and smaller aquatic Pokémon. Carracosta are solitary, fiercely guarding their territories and preying grounds, and display a rugged and protective nature."
"Archen","566","Rock","Flying","First Bird Pokémon","0.5","9.5","Defeatist","5","No","Archen inhabits rocky cliffs and mountainous regions, often nesting in high places to avoid predators. It feeds on berries, seeds, and insects found within its habitat. Archen are mostly solitary, forming pairs only during the breeding season. Archen exhibits a curious, active, and explorative nature."
"Archeops","567","Rock","Flying","First Bird Pokémon","1.4","32","Defeatist","5","No","Archeops reside in rocky terrains, high mountains, and canyons where they build nests on cliff faces. It preys on smaller flying Pokémon, small rodents, and insects, utilizing its speed and agility to hunt effectively. Archeops live solitarily, except during mating season, where they perform aerial displays to attract partners. Archeops is characterized by its speed, aerial prowess, and occasional cautious nature."
"Trubbish","568","Poison","","Trash Bag Pokémon","0.6","31","Stench, Sticky-hold, Aftermath","5","No","Trubbish is found in areas with heavy human activity such as landfills, urban streets, and industrial areas. It sustains itself by consuming garbage and waste products. They are often solitary creatures. They adapt to pollution-heavy environments. They possess a toxic nature and unkempt appearance."
"Garbodor","569","Poison","","Trash Heap Pokémon","1.9","107.3","Stench, Weak-armor, Aftermath","5","No","Garbodor lives in polluted areas like landfills, junkyards, and industrial wastelands. Garbodor thrives on consuming various types of waste and garbage. They can be found solitary or in small groups competing for territory and resources. Garbodor exudes a menacing and aggressive nature due to its dangerous composition and polluted environment."
"Zorua","570","Dark","","Tricky Fox Pokémon","0.7","12.5","Illusion","5","No","Zorua lives in secluded and forested areas, far from human settlements. It sustains itself by eating berries, fruits, and small insects. Zorua are usually solitary, utilizing illusions to protect themselves and find food. Zorua possesses a playful and mischievous nature."
"Zoroark","571","Dark","","Illusion Fox Pokémon","1.6","81.1","Illusion","5","No","Zoroark are solitary creatures that live in forests and bamboo groves. They are nocturnal Pokémon and are known for their cunning and mischievous behavior. Zoroark have the ability to create illusions that they use to protect themselves and trick others. Their diet mainly consists of berries and small Pokémon."
"Minccino","572","Normal","","Chinchilla Pokémon","0.4","5.8","Cute-charm, Technician, Skill-link","5","No","Minccino are social creatures that live in forests and caves. They are diurnal Pokémon and are known for their cleanliness and love of beauty. Minccino often live in small groups. They primarily consume berries and seeds, showcasing a herbivorous diet."
"Cinccino","573","Normal","","Scarf Pokémon","0.5","7.5","Cute-charm, Technician, Skill-link","5","No","Cinccino are social creatures, often found in groups. They spend a lot of time grooming and preening their fur to keep it clean and shiny. Cinccino are primarily herbivorous, consuming berries and seeds. Their habitat consists of lush forests."
"Gothita","574","Psychic","","Fixation Pokémon","0.4","5.8","Frisk, Competitive, Shadow-tag","5","No","Gothita are often found alone, lost in their own thoughts. They live in dark forests and urban environments, enjoying solitude and introspection. They are crepuscular. Their diet is unknown, and it is rumored they feed on psychic energy, showcasing a unique diet. They exhibit a solitary nature and are rarely found in groups."
"Gothorita","575","Psychic","","Manipulate Pokémon","0.7","18","Frisk, Competitive, Shadow-tag","5","No","Gothorita are commonly found living in urban environments where they have a reliable source of staring power and distraction. While they aren't as openly social as other Pokemon they sometimes are seen in small groups and often cohabitate with Gothita to provide more energy to each other. Gothorita also prefer berries and plants as part of their diet and showcase a semi-social community dynamic."
"Gothitelle","576","Psychic","","Astral Body Pokémon","1.5","44","Frisk, Competitive, Shadow-tag","5","No","Gothitelle are very rare creatures that often will disappear to higher mountaintops where there is no human or Pokemon interactions and that leaves them in solitude to see the powers from the heavens. Although they seem to hate interactions, they aren't aggressive and usually move away quickly. Gothitelle diet consists of very low consumption as they don't feed often, mostly from water from the heavens. They live a solitary lifestyle in very high elevations where nobody lives."
"Solosis","577","Psychic","","Cell Pokémon","0.3","1","Overcoat, Magic-guard, Regenerator","5","No","Solosis are solitary creatures that float aimlessly in the air, often found in caves and forests. They communicate through telepathy and feed on electricity. Their habitat ranges from caves to fields, demonstrating adaptability to multiple terrains."
